,PM2,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon,province
29034,17.61,24.01,43.83,9.8,0.44,55.36,9.11,-2.37,249.66,57.36,87682.36,40.51,114.67,河北省
29035,16.47,22.16,40.68,11.21,0.4,57.43,12.12,-4.74,251.58,50.41,89514.12,40.5,114.85,河北省
29036,18.48,24.42,42.96,12.92,0.43,59.87,11.33,-5.59,254.44,44.5,93600.68,40.48,115.03,河北省
29037,18.62,24.81,38.23,12.21,0.45,58.94,9.55,-5.89,255.11,44.76,95060.87,40.47,115.2,河北省
29038,16.81,22.54,29.98,10.63,0.42,55.46,10.09,-5.51,254.43,46.47,93930.73,40.46,115.38,河北省
29039,14.89,20.01,23.2,9.21,0.41,51.88,11.46,-5.16,254.16,45.86,92397.22,40.45,115.55,河北省
29040,13.44,18.55,16.93,8.03,0.41,48.5,10.67,-4.91,254.98,42.62,92331.21,40.43,115.73,河北省
29041,12.71,18.13,12.37,7.15,0.44,46.93,6.64,-4.02,256.46,40.69,94243.62,40.42,115.91,北京市
29042,13.83,19.06,9.91,6.89,0.49,46.42,2.86,-5.16,256.74,40.8,95730.42,40.4,116.08,北京市
29043,10.99,13.85,6.47,5.79,0.44,46.08,2.84,-6.86,257.19,37.98,96276,40.39,116.26,北京市
29044,13.18,16.54,7.03,7.61,0.52,44.61,3.6,-6.29,258.4,35.44,97688.8,40.38,116.43,北京市
29045,27.33,37,15.61,16.92,0.89,40.97,2.33,-5.4,259.64,34.17,100070.65,40.36,116.61,北京市
29046,30.81,42.08,16.8,19.17,0.92,39.5,1.8,-6.03,259.73,34.71,101654.72,40.35,116.79,北京市
29047,19.15,26.03,10.82,13.62,0.61,44.3,1.46,-9.18,260.07,47.32,100542.38,40.33,116.96,北京市
29048,19.19,24.35,10.27,16.31,0.59,41.86,1.79,-10.19,257.31,42.32,98306.69,40.32,117.14,北京市
29049,15.89,19.5,7.69,13.21,0.47,43.2,3.48,-10.94,256.62,40.11,96967.54,40.3,117.31,河北省
29050,19.05,22.86,10.48,15.14,0.51,43.07,3.67,-9.4,257.07,39.39,96662.24,40.28,117.49,河北省
29051,24.22,29.27,16.37,20.51,0.6,42.03,2.87,-8.68,257.85,37.25,97809.99,40.27,117.66,河北省
29052,32.04,39.08,25.01,28.58,0.76,41.15,1.86,-7.61,259.09,34.86,99932.77,40.25,117.84,河北省
29053,32.16,38.94,24.73,28.7,0.76,41.52,1.22,-7.47,259.6,34.54,101024.91,40.24,118.02,河北省
29054,32.44,39.19,24.11,28.41,0.78,41.33,1.9,-7.54,258.94,37.36,100572.12,40.22,118.19,河北省
29055,39.69,48.66,29.91,33.58,1.01,39.78,2.95,-7.06,258.64,39.88,100288.8,40.2,118.37,河北省
29056,64.49,82.44,61.15,54.28,2.04,35.12,2.99,-6.42,258.93,40.53,100474.64,40.19,118.54,河北省
29057,63.37,84.82,56.24,47.11,2.26,35.82,1.94,-5.66,258.87,40.94,100087.05,40.17,118.72,河北省
29058,58.47,82.1,48.01,40.02,2.31,35.74,0.4,-6.18,258.23,43.81,99636.73,40.15,118.89,河北省
29059,53.7,78.26,39.28,35.21,2.25,35.07,-0.55,-7.18,257.2,46.72,99908.7,40.13,119.07,河北省
29060,48.82,73.74,35.63,33.98,2.16,35.45,-0.57,-8.34,256.14,48.18,98208.63,40.12,119.24,河北省
29061,49.06,76.19,35.4,35.32,2.27,35.4,1.05,-8.72,255.56,47.93,96867.65,40.1,119.42,河北省
29062,52.91,84.03,45.41,41.49,2.65,34.26,1.7,-8.14,257.29,45.78,99707.73,40.08,119.59,河北省
29063,55.39,85.61,49.79,42.64,2.75,33.65,0.19,-7.36,257.97,42.38,101799.59,40.06,119.76,河北省
29064,24.21,32.53,12.74,13.56,0.49,40.89,0.23,-9.95,262.68,81.4,101760.32,39.84,121.68,辽宁省
29065,33.79,46.67,17.77,17.15,0.71,35.02,-0.9,-8.34,260.78,82.83,101236.56,39.82,121.85,辽宁省
29066,44.23,61.71,28.18,21.28,1.01,28.24,-0.68,-7.74,258.62,77.02,100181.62,39.8,122.03,辽宁省
29067,48.52,66.99,29.79,22.44,1.08,25.31,0.44,-7.94,257.61,71.14,99541.32,39.78,122.2,辽宁省
29068,46.68,63.15,27.11,21.1,1.01,25.94,1.01,-8.07,257.38,65.82,100027.74,39.76,122.37,辽宁省
29069,44.87,59.89,27.95,20.29,0.94,26.55,1.57,-7.64,257.55,62.04,100973.86,39.73,122.55,辽宁省
29070,47.02,62.01,32.94,22.1,0.94,25.04,1.88,-6.72,258.36,61.55,101429.67,39.71,122.72,辽宁省
29071,49.2,63.07,34.47,23.59,0.87,24.4,1.49,-6.17,258.8,57.18,101726.97,39.69,122.89,辽宁省
29072,2.77,2.92,0.7,1.42,0.16,83.93,16.58,5.82,257.34,37.92,57139.92,37.68,75.07,新疆维吾尔自治区
29073,2.65,2.79,0.67,1.48,0.16,82.28,14.22,4.7,264.91,25.73,63606.62,37.71,75.23,新疆维吾尔自治区
29074,2.67,2.82,0.81,1.61,0.16,81.13,9.52,-1,264.9,27.26,64688.48,37.75,75.39,新疆维吾尔自治区
29075,2.67,2.83,0.87,1.62,0.16,79.75,11.18,-2.57,262.54,30.24,62385.62,37.79,75.56,新疆维吾尔自治区
29076,2.61,2.77,0.79,1.59,0.16,80.1,12.96,0.07,264.53,26.41,63887.91,37.82,75.72,新疆维吾尔自治区
29077,2.55,2.7,0.74,1.63,0.16,78.83,9.85,0.4,267.35,22.46,66457.41,37.86,75.89,新疆维吾尔自治区
29078,2.74,2.91,0.77,1.68,0.16,76.98,6.02,-1.02,269.21,20.82,69433.54,37.9,76.06,新疆维吾尔自治区
29079,3.58,3.85,0.97,1.53,0.16,76.98,2.88,-1.36,269.65,21.77,72622.63,37.93,76.22,新疆维吾尔自治区
29080,5.34,5.78,1.4,1.26,0.17,78.58,0.75,-1.44,269.24,24.05,75205.43,37.97,76.39,新疆维吾尔自治区
29081,8.75,9.54,2.37,1.41,0.19,80.1,0.8,-1.47,268.96,27.69,78069.78,38.01,76.55,新疆维吾尔自治区
29082,16.87,18.52,4.65,2.09,0.25,76.54,0.73,-2.58,268.06,32.46,80418.86,38.04,76.72,新疆维吾尔自治区
29083,32.25,35.59,8.88,3.78,0.37,71.97,0.22,-2.16,265.48,43.02,83521.19,38.08,76.88,新疆维吾尔自治区
29084,48.43,53.92,14,7.56,0.5,65.92,0.19,-1.09,262.83,57.59,86410.58,38.11,77.05,新疆维吾尔自治区
29085,58.99,66.34,19.99,11.73,0.59,59.43,0.15,-0.6,260.93,73.48,87266.52,38.15,77.22,新疆维吾尔自治区
29086,53.97,60.87,19.44,11.72,0.56,57.95,0.18,-0.41,260.31,80.01,87644.11,38.18,77.38,新疆维吾尔自治区
29087,32.94,36.65,10.15,5.13,0.39,63.37,-0.04,-0.07,260.67,81.88,87799.1,38.22,77.55,新疆维吾尔自治区
29088,23.07,25.33,6.17,2.27,0.31,62.26,-0.21,0,261.28,81.47,87803.52,38.25,77.72,新疆维吾尔自治区
29089,18.82,20.52,4.89,1.33,0.28,60.42,-0.13,0.03,261.65,80.5,87845.22,38.29,77.88,新疆维吾尔自治区
29090,16.65,18.11,4.27,0.99,0.27,58.7,-0.11,0.04,261.87,78.96,87878.97,38.32,78.05,新疆维吾尔自治区
29091,14.98,16.25,3.74,0.77,0.26,57.66,-0.08,0.1,261.92,78.22,87896.02,38.35,78.22,新疆维吾尔自治区
29092,13.62,14.75,3.29,0.61,0.25,57.15,-0.06,0.15,261.91,77.37,87928.77,38.39,78.38,新疆维吾尔自治区
29093,12.6,13.63,3,0.52,0.25,57.12,-0.04,0.17,261.88,76.62,87943.07,38.42,78.55,新疆维吾尔自治区
29094,11.76,12.73,2.78,0.46,0.24,57.46,-0.02,0.16,261.85,76.02,87968.12,38.45,78.72,新疆维吾尔自治区
29095,11.1,12.02,2.62,0.42,0.24,57.82,-0.03,0.13,261.83,75.6,88026.98,38.49,78.89,新疆维吾尔自治区
29096,10.63,11.52,2.51,0.41,0.24,58.04,-0.05,0.08,261.83,75.01,88035.69,38.52,79.05,新疆维吾尔自治区
29097,10.32,11.2,2.44,0.41,0.24,58.1,-0.04,0.02,261.83,74.49,88019.24,38.55,79.22,新疆维吾尔自治区
29098,10.12,11,2.4,0.43,0.24,58.03,-0.03,-0.02,261.81,74.44,88054.32,38.58,79.39,新疆维吾尔自治区
29099,10.07,10.97,2.4,0.46,0.24,57.89,-0.04,-0.04,261.82,74.25,88066.58,38.62,79.56,新疆维吾尔自治区
29100,9.95,10.86,2.39,0.5,0.24,57.76,-0.04,-0.05,261.82,74.11,88086.16,38.65,79.73,新疆维吾尔自治区
29101,9.76,10.67,2.36,0.54,0.24,57.55,-0.07,-0.07,261.81,74.13,88121.8,38.68,79.9,新疆维吾尔自治区
29102,9.48,10.36,2.3,0.59,0.24,57.27,-0.11,-0.12,262.01,71.01,87991.6,38.71,80.06,新疆维吾尔自治区
29103,9.19,10.04,2.26,0.81,0.24,57.03,-0.06,-0.15,262.22,66.89,87814.34,38.74,80.23,新疆维吾尔自治区
29104,8.9,9.73,2.21,0.78,0.24,57.12,0.1,-0.14,262.17,66.53,87901.84,38.77,80.4,新疆维吾尔自治区
29105,8.69,9.51,2.18,0.5,0.23,57.52,0.28,-0.26,261.86,68.75,88320.05,38.81,80.57,新疆维吾尔自治区
29106,8.39,9.19,2.14,0.42,0.23,57.98,0.29,-0.48,261.48,72.58,88759.45,38.84,80.74,新疆维吾尔自治区
29107,8.02,8.78,2.09,0.38,0.23,58.47,0.24,-0.55,260.85,75.51,88938.19,38.87,80.91,新疆维吾尔自治区
29108,7.59,8.32,2.01,0.37,0.23,57.99,0.29,-0.76,261.14,75.36,88961.05,38.9,81.08,新疆维吾尔自治区
29109,6.89,7.54,1.86,0.32,0.22,57.14,0.22,-1.1,262.08,71.94,88981.31,38.93,81.25,新疆维吾尔自治区
29110,6.2,6.78,1.72,0.29,0.22,56.36,0.04,-1.35,262.85,67.4,88962.25,38.96,81.42,新疆维吾尔自治区
29111,5.36,5.85,1.55,0.24,0.21,55.82,-0.13,-1.45,263.55,62.49,88964.12,38.99,81.59,新疆维吾尔自治区
29112,4.68,5.11,1.43,0.22,0.21,55.31,-0.44,-1.39,264.27,57.91,89090.12,39.02,81.76,新疆维吾尔自治区
29113,4.22,4.6,1.35,0.22,0.2,54.65,-0.9,-1.28,264.86,54.93,89150.84,39.05,81.93,新疆维吾尔自治区
29114,3.93,4.3,1.3,0.23,0.2,53.87,-1.23,-1.28,265.09,54.3,89133.34,39.07,82.1,新疆维吾尔自治区
29115,3.67,4,1.25,0.24,0.2,53.14,-1.36,-1.25,265.19,54.37,89196.41,39.1,82.27,新疆维吾尔自治区
29116,3.38,3.68,1.19,0.25,0.2,52.45,-1.51,-1.12,265.28,55.01,89279.38,39.13,82.44,新疆维吾尔自治区
29117,3.08,3.34,1.12,0.24,0.2,51.75,-1.66,-0.98,265.31,56.22,89329.47,39.16,82.61,新疆维吾尔自治区
29118,2.94,3.19,1.09,0.27,0.2,51.04,-1.76,-0.86,265.32,57.47,89394.91,39.19,82.78,新疆维吾尔自治区
29119,2.84,3.09,1.08,0.29,0.2,50.35,-1.87,-0.76,265.31,58.42,89448.46,39.22,82.95,新疆维吾尔自治区
29120,2.77,3.02,1.07,0.31,0.2,49.68,-1.98,-0.7,265.28,59.2,89437.12,39.24,83.12,新疆维吾尔自治区
29121,2.72,2.96,1.06,0.35,0.2,49.03,-2.04,-0.67,265.22,59.95,89404.71,39.27,83.29,新疆维吾尔自治区
29122,2.69,2.92,1.06,0.36,0.2,48.43,-2.09,-0.65,265.18,60.61,89418.96,39.3,83.46,新疆维吾尔自治区
29123,2.65,2.88,1.05,0.33,0.2,47.9,-2.18,-0.65,265.14,61.12,89464.27,39.33,83.63,新疆维吾尔自治区
29124,2.61,2.84,1.05,0.31,0.2,47.39,-2.29,-0.67,265.1,61.55,89504.66,39.35,83.8,新疆维吾尔自治区
29125,2.62,2.84,1.04,0.22,0.2,46.94,-2.34,-0.74,265.07,61.83,89623.74,39.38,83.98,新疆维吾尔自治区
29126,2.64,2.86,1.05,0.13,0.2,46.46,-2.32,-0.82,265.08,61.87,89803.68,39.41,84.15,新疆维吾尔自治区
29127,2.67,2.9,1.05,0.11,0.2,45.91,-2.26,-0.87,265.08,61.71,89959.52,39.43,84.32,新疆维吾尔自治区
29128,2.72,2.96,1.06,0.1,0.2,45.35,-2.22,-0.9,265.08,61.47,90097.81,39.46,84.49,新疆维吾尔自治区
29129,2.78,3.02,1.07,0.1,0.2,44.84,-2.23,-0.92,265.03,61.25,90155.78,39.48,84.66,新疆维吾尔自治区
29130,2.84,3.08,1.08,0.1,0.2,44.42,-2.22,-0.93,264.94,61.23,90166.54,39.51,84.83,新疆维吾尔自治区
29131,2.91,3.15,1.1,0.1,0.2,44.09,-2.17,-0.98,264.84,61.37,90250.84,39.53,85.01,新疆维吾尔自治区
29132,2.99,3.24,1.11,0.1,0.2,43.88,-2.15,-1.06,264.72,61.71,90311.08,39.56,85.18,新疆维吾尔自治区
29133,3.08,3.33,1.13,0.1,0.2,43.75,-2.07,-1.16,264.57,62.09,90354.99,39.58,85.35,新疆维吾尔自治区
29134,3.19,3.44,1.15,0.1,0.2,43.68,-1.95,-1.24,264.49,62.4,90548.06,39.61,85.52,新疆维吾尔自治区
29135,3.31,3.56,1.18,0.11,0.2,43.63,-1.91,-1.25,264.44,62.38,90772.5,39.63,85.69,新疆维吾尔自治区
29136,3.45,3.71,1.21,0.12,0.2,43.62,-1.97,-1.19,264.34,62.1,90869.52,39.66,85.87,新疆维吾尔自治区
29137,3.6,3.86,1.24,0.14,0.2,43.68,-2.04,-1.17,264.19,61.97,90886.95,39.68,86.04,新疆维吾尔自治区
29138,3.76,4.02,1.27,0.15,0.2,43.85,-2.07,-1.25,264.04,62.32,90961.93,39.71,86.21,新疆维吾尔自治区
29139,3.93,4.2,1.31,0.17,0.2,44.2,-2.1,-1.38,263.9,62.87,91109.18,39.73,86.39,新疆维吾尔自治区
29140,4.09,4.36,1.34,0.19,0.2,44.61,-2.15,-1.45,263.76,62.98,91226.87,39.75,86.56,新疆维吾尔自治区
29141,4.21,4.48,1.36,0.21,0.2,44.93,-2.19,-1.47,263.64,62.37,91376.12,39.78,86.73,新疆维吾尔自治区
29142,4.28,4.55,1.37,0.23,0.2,45.11,-2.27,-1.53,263.53,61.23,91539.84,39.8,86.9,新疆维吾尔自治区
29143,4.31,4.58,1.38,0.24,0.2,45.13,-2.38,-1.6,263.39,60.01,91692.88,39.82,87.08,新疆维吾尔自治区
29144,4.31,4.57,1.39,0.25,0.2,44.98,-2.53,-1.65,263.23,59.38,91856.93,39.84,87.25,新疆维吾尔自治区
29145,4.28,4.55,1.39,0.26,0.2,44.77,-2.69,-1.72,263.02,59.36,91937.55,39.87,87.42,新疆维吾尔自治区
29146,4.26,4.53,1.41,0.27,0.19,44.6,-2.79,-1.79,262.77,59.53,92040.8,39.89,87.6,新疆维吾尔自治区
29147,4.24,4.51,1.42,0.28,0.19,44.51,-2.92,-1.86,262.52,59.19,92173.06,39.91,87.77,新疆维吾尔自治区
29148,4.21,4.47,1.42,0.29,0.19,44.43,-3.11,-1.89,262.22,58.97,92271.09,39.93,87.94,新疆维吾尔自治区
29149,4.17,4.43,1.42,0.31,0.19,44.42,-3.28,-1.87,261.83,59.53,92449.8,39.95,88.12,新疆维吾尔自治区
29150,4.13,4.39,1.42,0.33,0.19,44.51,-3.56,-1.94,261.38,60.6,92629.95,39.98,88.29,新疆维吾尔自治区
29151,4.08,4.34,1.42,0.25,0.19,44.47,-3.88,-1.83,261.31,60.67,92688.29,40,88.47,新疆维吾尔自治区
29152,4.06,4.32,1.43,0.2,0.19,44.64,-4.03,-1.74,261.04,61.39,92683.5,40.02,88.64,新疆维吾尔自治区
29153,4.08,4.34,1.45,0.21,0.19,44.94,-4,-1.79,260.74,62.49,92714.51,40.04,88.81,新疆维吾尔自治区
29154,4.13,4.39,1.47,0.22,0.19,45.5,-3.95,-2.08,259.93,65.46,92794.24,40.06,88.99,新疆维吾尔自治区
29155,4.17,4.44,1.49,0.23,0.19,45.86,-3.92,-2.23,259.08,69.76,92840.77,40.08,89.16,新疆维吾尔自治区
29156,4.18,4.45,1.51,0.24,0.19,46.4,-4.02,-2.3,258.31,72.12,92867.16,40.1,89.34,新疆维吾尔自治区
29157,4.17,4.44,1.51,0.25,0.19,46.63,-4.32,-2.35,257.73,73.12,92906.12,40.12,89.51,新疆维吾尔自治区
29158,4.15,4.41,1.51,0.26,0.19,46.74,-4.81,-2.42,257.46,73.46,92879.08,40.14,89.69,新疆维吾尔自治区
29159,4.11,4.37,1.5,0.27,0.19,46.91,-5.24,-2.58,257.55,72.98,92826.88,40.16,89.86,新疆维吾尔自治区
29160,4.06,4.32,1.49,0.28,0.19,47.11,-5.46,-2.77,257.89,72.05,92829.95,40.18,90.04,新疆维吾尔自治区
29161,4,4.25,1.47,0.29,0.19,47.52,-5.49,-2.95,257.95,71.73,92825.39,40.19,90.21,新疆维吾尔自治区
29162,3.92,4.17,1.44,0.29,0.19,48.07,-5.35,-3.18,257.92,71.75,92793.16,40.21,90.39,新疆维吾尔自治区
29163,3.8,4.05,1.41,0.3,0.19,48.76,-5.03,-3.36,257.86,71.74,92772.51,40.23,90.56,新疆维吾尔自治区
29164,3.66,3.89,1.35,0.29,0.19,49.56,-4.52,-3.35,257.94,71.99,92799.6,40.25,90.74,新疆维吾尔自治区
29165,3.45,3.67,1.28,0.27,0.18,50.28,-3.86,-3,258.41,72.72,92879.08,40.27,90.91,新疆维吾尔自治区
29166,3.18,3.39,1.19,0.23,0.18,50.47,-3.67,-2.13,259.46,71.31,92965.02,40.28,91.09,新疆维吾尔自治区
29167,2.93,3.13,1.1,0.19,0.18,49.77,-4.79,-0.45,261.37,62.9,92873.56,40.3,91.26,新疆维吾尔自治区
29168,2.82,3.01,1.06,0.19,0.18,48.97,-6.56,0.66,262.76,56.03,92547.66,40.32,91.44,新疆维吾尔自治区
29169,2.78,2.98,1.06,0.19,0.18,49.13,-7.61,-0.05,263.23,53.61,92127.67,40.34,91.61,新疆维吾尔自治区
29170,2.78,2.98,1.07,0.2,0.18,49.8,-7.58,-1.41,263.1,53.93,91790.47,40.35,91.79,新疆维吾尔自治区
29171,2.8,2.99,1.08,0.21,0.18,50.72,-6.69,-2.12,262.55,56.74,91788.93,40.37,91.96,新疆维吾尔自治区
29172,2.81,3.01,1.09,0.22,0.18,51.9,-5.44,-1.95,262.13,58.83,92046.27,40.39,92.14,新疆维吾尔自治区
29173,2.81,3.01,1.1,0.24,0.18,53.02,-4.5,-1.4,261.88,60.38,92272.62,40.4,92.31,新疆维吾尔自治区
29174,2.8,3,1.11,0.27,0.18,53.95,-4.12,-0.97,261.69,61.36,92257.57,40.42,92.49,新疆维吾尔自治区
29175,2.79,2.99,1.11,0.3,0.18,54.68,-3.75,-0.52,261.63,61.2,92125.87,40.43,92.67,新疆维吾尔自治区
29176,2.75,2.96,1.11,0.34,0.18,55.34,-3.29,-0.1,261.91,59.57,92296.26,40.45,92.84,新疆维吾尔自治区
29177,2.7,2.91,1.11,0.37,0.18,55.31,-3.89,0.28,262.72,55.3,92424.59,40.47,93.02,甘肃省
29178,2.66,2.87,1.1,0.39,0.18,54.87,-6.03,0.8,263.66,50.57,91792.39,40.48,93.19,甘肃省
29179,2.61,2.82,1.1,0.39,0.18,54.96,-8.48,0.91,264.14,48,90662.66,40.49,93.37,甘肃省
29180,2.59,2.8,1.1,0.37,0.18,55.2,-9.69,0.23,264.15,46.73,89493.22,40.51,93.55,甘肃省
29181,2.6,2.82,1.11,0.36,0.18,55.36,-9.14,-1.18,263.49,48.1,88493.6,40.52,93.72,甘肃省
29182,2.63,2.85,1.12,0.36,0.18,55.4,-7.62,-1.96,262.78,50.51,88194.7,40.54,93.9,甘肃省
29183,2.65,2.87,1.14,0.38,0.18,55.61,-6.44,-1.57,262.55,51.51,88681.35,40.55,94.08,甘肃省
29184,2.65,2.87,1.15,0.4,0.18,55.85,-6.44,-1.23,262.71,50.85,89215.78,40.57,94.25,甘肃省
29185,2.67,2.89,1.17,0.43,0.18,55.75,-7.09,-1.38,262.94,49.53,89295.2,40.58,94.43,甘肃省
29186,2.7,2.93,1.18,0.48,0.18,55.35,-7.35,-1.93,262.85,49.45,89193.82,40.59,94.6,甘肃省
29187,2.75,2.98,1.21,0.57,0.18,54.75,-7.23,-1.94,262.51,50.61,89260.12,40.61,94.78,甘肃省
29188,2.77,3.02,1.25,0.68,0.18,54.25,-7.29,-1.65,262.25,51.74,89398.38,40.62,94.96,甘肃省
29189,2.79,3.04,1.29,0.78,0.18,53.89,-7.68,-1.52,262.21,51.44,89297.09,40.63,95.13,甘肃省
29190,2.8,3.06,1.33,0.82,0.18,53.63,-8.04,-1.59,262.2,50.51,88915.08,40.64,95.31,甘肃省
29191,2.92,3.2,1.42,0.96,0.18,53.24,-8.18,-1.53,262.1,49.81,88474.53,40.66,95.49,甘肃省
29192,3.03,3.34,1.57,1.13,0.18,53.02,-8.31,-1.45,261.96,49.37,87997.76,40.67,95.67,甘肃省
29193,2.99,3.3,1.52,1.09,0.18,52.91,-8.37,-1.48,261.65,49.57,87341.46,40.68,95.84,甘肃省
29194,2.74,3,1.32,0.87,0.18,52.83,-8.01,-1.5,261.25,50.3,86638.87,40.69,96.02,甘肃省
29195,2.57,2.79,1.19,0.74,0.18,52.48,-7.36,-1.61,260.97,50.82,86089.3,40.7,96.2,甘肃省
29196,2.48,2.69,1.12,0.67,0.18,52.08,-6.62,-1.71,260.74,51.29,85584.66,40.71,96.37,甘肃省
29197,2.44,2.63,1.08,0.61,0.18,51.59,-5.89,-1.9,260.55,51.72,85159.92,40.72,96.55,甘肃省
29198,2.35,2.54,1.04,0.54,0.17,51.04,-5.49,-2.41,260.31,52.24,84711.02,40.73,96.73,甘肃省
29199,2.27,2.45,1.01,0.48,0.17,50.48,-5.08,-3.27,259.79,53.6,83979.69,40.74,96.9,甘肃省
29200,2.2,2.37,0.99,0.39,0.17,50.02,-4.17,-4.17,259.12,56.05,83406.59,40.75,97.08,甘肃省
29201,2.18,2.35,0.98,0.36,0.17,49.5,-2.94,-4.65,258.47,58.86,83218.7,40.76,97.26,甘肃省
29202,2.17,2.34,0.97,0.34,0.17,49.37,-1.68,-4.79,257.97,60.87,83453.32,40.77,97.44,甘肃省
29203,2.15,2.32,0.97,0.33,0.17,49.31,-0.8,-4.63,257.61,62.73,84099.77,40.78,97.61,甘肃省
29204,2.15,2.32,0.97,0.33,0.17,49.25,-0.76,-3.93,257.23,65.2,84742.03,40.79,97.79,甘肃省
29205,2.13,2.29,0.97,0.34,0.17,49.61,-1.72,-3.36,257.11,66.73,85080.62,40.8,97.97,甘肃省
29206,2.08,2.25,0.96,0.36,0.17,49.79,-2.59,-3.13,257.4,65.29,84853.08,40.81,98.15,甘肃省
29207,2.05,2.2,0.95,0.38,0.17,50.02,-2.18,-2.53,257.26,65.56,84492.45,40.82,98.32,甘肃省
29208,2.03,2.18,0.94,0.45,0.17,50.68,-1.27,-1.73,256.98,67.28,84625.16,40.83,98.5,内蒙古自治区
29209,2,2.15,0.94,0.49,0.17,50.69,-1.12,-0.86,256.8,68.82,84965.23,40.84,98.68,内蒙古自治区
29210,1.95,2.1,0.94,0.42,0.17,50.27,-1.56,-0.72,256.57,69.76,84797.5,40.84,98.86,内蒙古自治区
29211,1.89,2.04,0.92,0.38,0.17,49.92,-1.18,-1.85,256.44,69.47,84165.38,40.85,99.03,内蒙古自治区
29212,1.87,2.01,0.91,0.46,0.17,48.87,0.32,-3.03,256.53,68.77,84414.03,40.86,99.21,内蒙古自治区
29213,1.82,1.96,0.9,0.52,0.17,47.77,1.46,-3.58,256.78,68.84,85764.03,40.87,99.39,内蒙古自治区
29214,1.79,1.93,0.89,0.44,0.17,46.54,1.95,-3.9,256.81,69.15,86821.66,40.87,99.57,内蒙古自治区
29215,1.8,1.96,0.95,0.46,0.17,44.93,2.26,-4.56,257.03,68.48,87883.92,40.88,99.75,甘肃省
29216,1.85,2.02,1.09,0.55,0.17,43.83,1.95,-5.11,257.45,67.14,89126.4,40.89,99.92,甘肃省
29217,2.06,2.32,1.7,0.9,0.17,43.16,1.3,-5.04,257.54,66.92,89638.49,40.89,100.1,内蒙古自治区
29218,1.89,2.1,1.39,0.76,0.17,42.83,1.04,-4.43,257.28,67.94,89832.6,40.9,100.28,内蒙古自治区
29219,1.8,2,1.32,0.71,0.17,42.73,1,-3.77,256.95,69.38,90080.66,40.9,100.46,内蒙古自治区
29220,1.68,1.86,1.24,0.62,0.17,42.36,1.01,-3.55,256.52,70.5,90296.97,40.91,100.63,内蒙古自治区
29221,1.55,1.7,1.03,0.53,0.17,42.42,1.03,-3.47,256.46,70.99,90517.85,40.92,100.81,内蒙古自治区
29222,1.47,1.61,0.93,0.48,0.17,42.45,1.1,-3.55,256.52,71.01,90682.48,40.92,100.99,内蒙古自治区
29223,1.43,1.55,0.86,0.44,0.17,42.75,1.23,-3.47,256.7,71.77,90843.09,40.93,101.17,内蒙古自治区
29224,1.43,1.56,0.84,0.42,0.17,43.28,1.06,-2.91,256.99,71.17,90907.31,40.93,101.35,内蒙古自治区
29225,1.48,1.61,0.85,0.4,0.17,43.98,0.39,-1.85,257.17,71.52,90401.27,40.93,101.53,内蒙古自治区
29226,1.49,1.62,0.86,0.39,0.17,44.07,-0.08,-1.51,257.12,72.2,89552.87,40.94,101.7,内蒙古自治区
29227,1.48,1.6,0.86,0.38,0.17,44.23,0.02,-1.54,257.12,72.8,88969.25,40.94,101.88,内蒙古自治区
29228,1.47,1.59,0.85,0.37,0.17,44.44,0.26,-1.58,257.2,72.88,88566.38,40.95,102.06,内蒙古自治区
29229,1.46,1.58,0.85,0.36,0.17,44.63,0.43,-1.48,257.33,72.64,88142.84,40.95,102.24,内蒙古自治区
29230,1.45,1.57,0.84,0.35,0.17,44.98,0.42,-1.31,257.44,71.74,87636.06,40.95,102.42,内蒙古自治区
29231,1.42,1.54,0.81,0.34,0.17,46.03,0.25,-1.11,257.45,70.51,86995.46,40.96,102.59,内蒙古自治区
29232,1.42,1.54,0.8,0.33,0.17,45.91,0.13,-1.08,257.09,70.44,86221.88,40.96,102.77,内蒙古自治区
29233,1.42,1.54,0.79,0.33,0.17,45.38,0.09,-1.34,256.76,70.72,85845.38,40.96,102.95,内蒙古自治区
29234,1.42,1.54,0.8,0.33,0.17,43.33,-0.18,-1.67,256.5,71.29,85959.34,40.97,103.13,内蒙古自治区
29235,1.41,1.53,0.8,0.33,0.17,42.57,-0.52,-1.75,256.16,71.62,86025.4,40.97,103.31,内蒙古自治区
29236,1.4,1.52,0.8,0.34,0.17,42.38,-0.77,-1.8,255.9,71.69,86346.38,40.97,103.48,内蒙古自治区
29237,1.39,1.5,0.8,0.35,0.17,42.25,-1.14,-1.92,255.64,71.53,86793.05,40.97,103.66,内蒙古自治区
29238,1.37,1.49,0.8,0.37,0.17,41.51,-1.16,-2.51,254.98,73.35,86967,40.97,103.84,内蒙古自治区
29239,1.36,1.47,0.8,0.42,0.17,41.35,-0.81,-2.86,254.79,73.8,87412.95,40.97,104.02,内蒙古自治区
29240,1.38,1.5,0.82,0.48,0.17,41.81,-0.83,-2.58,254.67,73.88,87608.29,40.98,104.2,内蒙古自治区
29241,1.4,1.52,0.83,0.52,0.17,41.81,-1.01,-2.05,254.75,73.05,86957.15,40.98,104.38,内蒙古自治区
29242,1.4,1.52,0.84,0.48,0.17,42.1,-1.08,-1.82,254.88,72.16,86563.66,40.98,104.55,内蒙古自治区
